BusinessEntityID,TotalPurchaseYTD,DateFirstPurchase,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
6940,"19,69 €",15/06/2004 0:00:00,05/10/1958 0:00:00,S,50001-75000,M,4,0,Graduate Degree,Skilled Manual,true,0
6941,"2.447,35 €",14/09/2002 0:00:00,05/04/1969 0:00:00,S,75001-100000,M,1,0,Graduate Degree,Management,true,0
6942,"1.666,00 €",30/04/2003 0:00:00,03/07/1968 0:00:00,M,25001-50000,M,1,0,Bachelors ,Clerical,true,0
6943,"699,50 €",19/02/2003 0:00:00,17/04/1967 0:00:00,S,25001-50000,M,0,0,Bachelors ,Professional,true,1
6944,"1.130,99 €",28/06/2004 0:00:00,02/01/1957 0:00:00,M,50001-75000,M,2,0,High School,Professional,false,2
6945,"-1.863,38 €",14/12/2002 0:00:00,13/06/1953 0:00:00,M,25001-50000,M,1,0,Bachelors ,Skilled Manual,true,1
6946,"-1.258,28 €",24/07/2001 0:00:00,25/03/1977 0:00:00,S,0-25000,M,0,0,High School,Manual,true,1
6947,"-4,00 €",10/02/2004 0:00:00,03/05/1956 0:00:00,M,greater than 100000,M,3,3,High School,Professional,true,4
6948,"2,70 €",21/04/2004 0:00:00,07/09/1949 0:00:00,M,25001-50000,M,4,0,High School,Professional,true,2
6949,"2.350,00 €",02/01/2003 0:00:00,13/06/1970 0:00:00,S,greater than 100000,M,0,5,Partial High School,Professional,true,4
6950,"24,99 €",27/03/2004 0:00:00,14/01/1961 0:00:00,M,25001-50000,M,3,0,Graduate Degree,Clerical,true,0
6951,"24,99 €",19/05/2004 0:00:00,20/05/1945 0:00:00,S,25001-50000,M,2,1,Partial High School,Skilled Manual,false,2
6952,"498,98 €",09/12/2003 0:00:00,20/07/1970 0:00:00,M,25001-50000,M,0,0,Bachelors ,Clerical,true,0
6953,"2.314,99 €",28/07/2001 0:00:00,08/08/1949 0:00:00,S,greater than 100000,M,5,5,Partial College,Management,false,4
6954,"15,49 €",28/01/2004 0:00:00,03/10/1957 0:00:00,M,50001-75000,M,2,0,Partial High School,Skilled Manual,false,2
6955,"1.704,99 €",08/02/2004 0:00:00,18/03/1970 0:00:00,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,true,1
6956,"2.349,08 €",18/11/2003 0:00:00,23/10/1963 0:00:00,S,50001-75000,M,0,0,Bachelors ,Professional,false,2
6957,"-0,01 €",15/12/2003 0:00:00,20/10/1974 0:00:00,S,25001-50000,M,3,3,Partial College,Clerical,true,2
6958,"51,47 €",20/07/2004 0:00:00,18/12/1957 0:00:00,M,50001-75000,M,2,0,Partial High School,Skilled Manual,false,2
6959,"-2.049,10 €",19/12/2002 0:00:00,12/02/1980 0:00:00,S,0-25000,M,0,0,Partial High School,Manual,false,2
6960,"421,39 €",02/02/2002 0:00:00,13/09/1969 0:00:00,S,0-25000,M,0,0,Partial College,Manual,false,1
6961,"-30,00 €",19/01/2004 0:00:00,27/03/1970 0:00:00,M,0-25000,M,2,2,High School,Manual,true,0
6962,"-24,99 €",07/05/2004 0:00:00,16/12/1956 0:00:00,M,50001-75000,M,4,3,Partial College,Professional,true,0
6963,"-1.552,60 €",08/11/2002 0:00:00,10/02/1980 0:00:00,M,0-25000,M,0,0,Partial College,Manual,true,1
6964,"-13,01 €",29/03/2004 0:00:00,06/10/1929 0:00:00,S,50001-75000,M,1,0,Graduate Degree,Management,true,1
6965,"2.379,97 €",18/06/2004 0:00:00,05/07/1964 0:00:00,S,25001-50000,M,4,4,Bachelors ,Skilled Manual,true,3
6966,"2.375,08 €",10/04/2004 0:00:00,05/11/1969 0:00:00,S,50001-75000,M,2,2,Bachelors ,Skilled Manual,false,0
6967,"1.647,00 €",24/12/2003 0:00:00,23/10/1970 0:00:00,M,50001-75000,M,4,0,Graduate Degree,Professional,true,0
6968,"-69,99 €",19/09/2003 0:00:00,04/07/1973 0:00:00,M,25001-50000,M,1,0,Graduate Degree,Skilled Manual,false,0
6969,"38,56 €",11/08/2003 0:00:00,13/08/1967 0:00:00,S,25001-50000,M,0,0,Partial College,Skilled Manual,false,1
6970,"-115,01 €",27/09/2003 0:00:00,22/02/1941 0:00:00,M,75001-100000,M,5,0,Bachelors ,Management,true,2
6971,"-45,00 €",02/02/2004 0:00:00,12/09/1950 0:00:00,S,greater than 100000,M,4,5,Partial College,Management,false,2
6972,"-69,99 €",12/05/2004 0:00:00,09/10/1960 0:00:00,S,25001-50000,M,0,0,Bachelors ,Professional,true,1
6973,"706,45 €",28/11/2001 0:00:00,11/02/1968 0:00:00,S,50001-75000,M,0,0,Bachelors ,Professional,false,1
6974,"5,00 €",26/08/2003 0:00:00,12/11/1948 0:00:00,M,0-25000,M,4,0,High School,Skilled Manual,true,2
6975,"1.085,50 €",16/12/2003 0:00:00,06/11/1971 0:00:00,M,50001-75000,M,1,1,Graduate Degree,Skilled Manual,true,0
6976,"-539,99 €",18/12/2003 0:00:00,04/04/1968 0:00:00,S,75001-100000,M,4,4,Bachelors ,Management,true,1
6977,"-34,99 €",28/10/2003 0:00:00,25/02/1954 0:00:00,M,0-25000,M,2,0,Partial College,Manual,true,1
6978,"24,99 €",06/02/2004 0:00:00,02/06/1975 0:00:00,M,0-25000,M,0,0,Partial High School,Manual,true,2
6979,"1,60 €",15/10/2003 0:00:00,21/10/1966 0:00:00,M,75001-100000,M,3,3,Bachelors ,Skilled Manual,true,1
6980,"-9,51 €",17/09/2003 0:00:00,07/11/1975 0:00:00,S,25001-50000,M,0,0,Partial College,Clerical,false,1
6981,"-69,99 €",04/12/2003 0:00:00,25/03/1964 0:00:00,M,50001-75000,M,4,4,Bachelors ,Skilled Manual,true,3
6982,"24,32 €",29/08/2003 0:00:00,05/04/1943 0:00:00,S,50001-75000,M,4,0,Bachelors ,Management,false,2
6983,"2,70 €",03/11/2003 0:00:00,18/05/1960 0:00:00,M,greater than 100000,M,3,3,Partial College,Professional,true,4
6984,"84,98 €",28/09/2003 0:00:00,21/03/1966 0:00:00,S,greater than 100000,M,0,0,Graduate Degree,Management,false,3
6985,"-28,99 €",27/08/2003 0:00:00,26/02/1953 0:00:00,M,75001-100000,M,4,2,Partial College,Professional,true,2
6986,"-21,98 €",04/01/2004 0:00:00,06/08/1947 0:00:00,M,50001-75000,M,4,1,Bachelors ,Management,true,1
6987,"15,49 €",02/08/2003 0:00:00,18/06/1945 0:00:00,M,50001-75000,M,5,0,Bachelors ,Management,true,2
6988,"1.218,85 €",14/10/2003 0:00:00,06/01/1972 0:00:00,S,50001-75000,M,1,0,Graduate Degree,Professional,false,0
6989,"12,97 €",14/11/2003 0:00:00,04/02/1971 0:00:00,S,0-25000,M,0,0,Partial High School,Manual,false,2
6990,"-1.015,01 €",02/07/2001 0:00:00,05/08/1965 0:00:00,S,50001-75000,M,0,0,Bachelors ,Professional,true,1
6991,"-30,00 €",02/08/2003 0:00:00,20/06/1962 0:00:00,S,25001-50000,M,1,0,Partial College,Clerical,true,1
6992,"-0,67 €",08/01/2004 0:00:00,17/06/1947 0:00:00,M,0-25000,M,2,1,Partial High School,Clerical,true,2
6993,"-2.384,07 €",08/09/2003 0:00:00,27/08/1949 0:00:00,M,50001-75000,M,5,1,Partial College,Professional,true,2
6994,"2.435,40 €",01/06/2004 0:00:00,15/12/1958 0:00:00,M,greater than 100000,M,2,4,Partial College,Professional,true,2
6995,"120,06 €",21/10/2002 0:00:00,25/04/1974 0:00:00,S,greater than 100000,M,0,5,Partial College,Management,false,3
6996,"505,00 €",05/03/2003 0:00:00,07/05/1979 0:00:00,S,0-25000,M,0,0,Bachelors ,Clerical,false,0
6997,"-218,00 €",08/06/2003 0:00:00,11/04/1934 0:00:00,M,50001-75000,M,2,0,Graduate Degree,Management,true,2
6998,"32,69 €",09/04/2004 0:00:00,24/01/1967 0:00:00,S,greater than 100000,M,0,1,Bachelors ,Management,false,4
6999,"24,99 €",18/12/2003 0:00:00,06/01/1973 0:00:00,S,50001-75000,M,0,0,Partial College,Professional,true,2
7000,"-21,98 €",26/12/2003 0:00:00,22/09/1958 0:00:00,M,75001-100000,M,4,0,Graduate Degree,Skilled Manual,true,0
7001,"-2.443,35 €",09/11/2002 0:00:00,15/01/1972 0:00:00,M,greater than 100000,M,0,5,High School,Management,true,4
7002,"-1.120,49 €",19/02/2002 0:00:00,24/01/1973 0:00:00,M,greater than 100000,M,0,5,Partial College,Management,true,3
7003,"-23,02 €",03/04/2004 0:00:00,23/01/1952 0:00:00,M,greater than 100000,M,4,5,Partial College,Professional,false,3
7004,"-49,00 €",21/10/2003 0:00:00,19/11/1946 0:00:00,M,0-25000,M,4,0,High School,Skilled Manual,false,2
7005,"-30,00 €",29/12/2003 0:00:00,27/11/1959 0:00:00,M,greater than 100000,M,1,2,Bachelors ,Management,true,0
7006,"505,00 €",21/10/2003 0:00:00,06/08/1978 0:00:00,S,25001-50000,M,4,4,Partial College,Clerical,true,2
7007,"2.284,99 €",26/06/2004 0:00:00,27/10/1961 0:00:00,S,greater than 100000,M,1,3,Bachelors ,Management,false,2
7008,"-29,99 €",03/11/2003 0:00:00,19/05/1952 0:00:00,M,25001-50000,M,3,0,Partial College,Professional,true,2
7009,"1.651,00 €",13/04/2004 0:00:00,17/08/1968 0:00:00,S,0-25000,M,1,1,Partial College,Manual,true,0
7010,"-1.412,08 €",24/12/2002 0:00:00,06/07/1973 0:00:00,S,25001-50000,M,0,0,Graduate Degree,Skilled Manual,true,0
7011,"-31,00 €",07/06/2004 0:00:00,06/09/1971 0:00:00,S,0-25000,M,0,0,Partial High School,Manual,true,2
7012,"4,00 €",22/07/2004 0:00:00,25/08/1969 0:00:00,M,50001-75000,M,1,0,Graduate Degree,Professional,true,0
7013,"-30,00 €",06/05/2004 0:00:00,16/04/1955 0:00:00,M,25001-50000,M,2,0,High School,Clerical,false,2
7014,"23,19 €",18/10/2003 0:00:00,25/05/1933 0:00:00,M,0-25000,M,4,0,High School,Manual,false,2
7015,"-539,99 €",12/06/2002 0:00:00,06/04/1963 0:00:00,S,25001-50000,M,3,3,Partial College,Clerical,true,0
7016,"1.085,50 €",28/02/2004 0:00:00,10/09/1965 0:00:00,S,50001-75000,M,0,0,Graduate Degree,Professional,false,1
7017,"-2.375,08 €",12/12/2003 0:00:00,04/09/1972 0:00:00,S,75001-100000,M,0,0,Bachelors ,Management,false,1
7018,"1.666,00 €",04/03/2004 0:00:00,24/04/1958 0:00:00,S,25001-50000,M,2,0,Partial College,Clerical,true,1
7019,"518,50 €",02/06/2002 0:00:00,16/07/1979 0:00:00,M,0-25000,M,0,0,Bachelors ,Clerical,true,0
7020,"24,00 €",28/05/2004 0:00:00,09/03/1936 0:00:00,S,0-25000,M,1,0,Graduate Degree,Clerical,false,0
7021,"-17,50 €",10/02/2004 0:00:00,03/12/1937 0:00:00,M,0-25000,M,1,0,Bachelors ,Clerical,true,0
7022,"-1.700,99 €",16/06/2003 0:00:00,21/01/1962 0:00:00,M,25001-50000,M,4,0,Graduate Degree,Clerical,true,0
7023,"734,50 €",10/07/2002 0:00:00,24/08/1978 0:00:00,M,50001-75000,M,0,0,Partial College,Skilled Manual,true,2
7024,"128,94 €",04/01/2004 0:00:00,06/03/1938 0:00:00,M,greater than 100000,M,2,4,Graduate Degree,Management,true,3
7025,"-530,94 €",10/02/2002 0:00:00,27/11/1959 0:00:00,M,25001-50000,M,3,0,Graduate Degree,Clerical,true,0
7026,"286,28 €",24/08/2002 0:00:00,19/06/1957 0:00:00,S,50001-75000,M,2,0,High School,Professional,false,2
7027,"1.666,00 €",26/03/2002 0:00:00,18/06/1962 0:00:00,M,50001-75000,M,1,0,Bachelors ,Professional,true,1
7028,"-456,09 €",24/05/2003 0:00:00,05/03/1958 0:00:00,M,25001-50000,M,1,0,Graduate Degree,Clerical,true,0
7029,"-30,00 €",16/09/2003 0:00:00,23/02/1966 0:00:00,M,50001-75000,M,0,0,Graduate Degree,Professional,true,0
7030,"5,00 €",13/08/2003 0:00:00,08/05/1968 0:00:00,M,greater than 100000,M,2,1,Graduate Degree,Management,true,3
7031,"2.314,99 €",07/03/2002 0:00:00,08/10/1969 0:00:00,M,75001-100000,M,1,0,Graduate Degree,Management,true,0
7032,"530,48 €",29/01/2004 0:00:00,11/06/1965 0:00:00,M,greater than 100000,M,2,2,Bachelors ,Management,true,3
7033,"-30,00 €",20/07/2004 0:00:00,09/06/1978 0:00:00,M,25001-50000,M,0,0,Partial College,Skilled Manual,true,1
7034,"-539,99 €",03/12/2003 0:00:00,11/06/1962 0:00:00,M,50001-75000,F,1,0,Bachelors ,Professional,false,1
7035,"-1.500,12 €",30/06/2003 0:00:00,21/06/1963 0:00:00,M,50001-75000,M,4,2,Bachelors ,Professional,true,2
7036,"531,00 €",07/12/2003 0:00:00,02/05/1972 0:00:00,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,true,0
7037,"557,49 €",04/07/2003 0:00:00,03/11/1951 0:00:00,S,0-25000,F,2,0,Partial College,Manual,false,1
7038,"-45,00 €",11/03/2004 0:00:00,18/07/1973 0:00:00,S,75001-100000,M,0,0,Bachelors ,Management,true,1
7039,"-50,00 €",29/12/2003 0:00:00,21/07/1965 0:00:00,M,50001-75000,M,0,0,Graduate Degree,Professional,true,0
7040,"2.330,08 €",11/12/2003 0:00:00,10/10/1966 0:00:00,S,50001-75000,M,0,0,Graduate Degree,Professional,true,0
7041,"15,49 €",28/03/2004 0:00:00,12/03/1935 0:00:00,M,greater than 100000,M,1,3,Graduate Degree,Management,true,4
7042,"-539,99 €",04/02/2003 0:00:00,01/08/1966 0:00:00,M,25001-50000,F,1,1,Bachelors ,Skilled Manual,true,2
7043,"44,48 €",26/08/2003 0:00:00,03/11/1958 0:00:00,M,25001-50000,M,1,0,Partial College,Clerical,false,1
7044,"-10,01 €",14/01/2004 0:00:00,06/02/1941 0:00:00,M,50001-75000,M,3,0,Graduate Degree,Management,true,2
7045,"2.266,98 €",16/08/2002 0:00:00,14/05/1952 0:00:00,M,50001-75000,M,3,1,High School,Professional,true,2
7046,"-1.903,36 €",11/04/2003 0:00:00,24/10/1976 0:00:00,S,0-25000,F,1,1,High School,Manual,true,0
7047,"-21,49 €",05/06/2004 0:00:00,07/03/1952 0:00:00,S,50001-75000,F,2,1,Partial High School,Skilled Manual,true,2
7048,"764,49 €",25/01/2002 0:00:00,03/07/1966 0:00:00,S,50001-75000,M,0,0,Graduate Degree,Skilled Manual,false,0
7049,"-53,99 €",10/08/2003 0:00:00,12/06/1980 0:00:00,M,25001-50000,F,0,0,High School,Skilled Manual,false,2
7050,"-4,99 €",04/05/2004 0:00:00,05/11/1965 0:00:00,S,25001-50000,M,0,0,Bachelors ,Professional,false,1
7051,"1.085,50 €",13/04/2003 0:00:00,08/02/1968 0:00:00,S,0-25000,F,2,2,High School,Manual,true,1
7052,"2,70 €",26/10/2003 0:00:00,25/02/1943 0:00:00,M,50001-75000,M,4,0,Bachelors ,Management,true,2
7053,"-1.120,49 €",13/06/2003 0:00:00,20/02/1943 0:00:00,M,50001-75000,F,2,0,Graduate Degree,Management,true,1
7054,"-4,00 €",23/12/2003 0:00:00,25/11/1972 0:00:00,M,50001-75000,M,1,0,Graduate Degree,Professional,true,0
7055,"-515,93 €",05/02/2002 0:00:00,22/09/1960 0:00:00,S,25001-50000,F,3,0,Graduate Degree,Clerical,true,0
7056,"-106,97 €",13/04/2003 0:00:00,20/07/1946 0:00:00,S,50001-75000,F,5,0,Bachelors ,Management,true,3
7057,"518,98 €",01/04/2004 0:00:00,22/02/1946 0:00:00,M,25001-50000,F,5,0,High School,Professional,true,3
7058,"326,63 €",05/03/2003 0:00:00,11/03/1971 0:00:00,S,50001-75000,F,2,0,Graduate Degree,Professional,false,0
7059,"233,86 €",25/10/2003 0:00:00,16/09/1979 0:00:00,S,25001-50000,F,3,3,Partial College,Clerical,true,2
7060,"505,00 €",13/06/2004 0:00:00,17/10/1959 0:00:00,M,25001-50000,F,0,0,Bachelors ,Clerical,true,0
7061,"21,59 €",27/12/2003 0:00:00,03/08/1952 0:00:00,M,50001-75000,F,2,1,High School,Professional,true,2
7062,"-2.181,57 €",11/11/2002 0:00:00,10/09/1980 0:00:00,M,0-25000,M,0,0,Partial College,Manual,true,1
7063,"505,00 €",21/03/2004 0:00:00,19/06/1967 0:00:00,M,75001-100000,F,2,2,Bachelors ,Professional,true,0
7064,"1.184,98 €",14/06/2004 0:00:00,27/07/1967 0:00:00,S,50001-75000,F,0,0,Graduate Degree,Professional,true,1
7065,"4.737,52 €",17/01/2002 0:00:00,21/05/1973 0:00:00,M,75001-100000,F,0,0,Bachelors ,Professional,true,3
7066,"-23,51 €",23/01/2004 0:00:00,26/08/1951 0:00:00,M,25001-50000,F,3,0,Partial College,Professional,true,2
7067,"25,00 €",16/03/2004 0:00:00,16/08/1959 0:00:00,S,50001-75000,F,4,0,Graduate Degree,Skilled Manual,false,0
7068,"2.363,06 €",10/11/2003 0:00:00,15/01/1962 0:00:00,S,50001-75000,F,1,0,Bachelors ,Professional,true,1
7069,"-46,00 €",18/08/2003 0:00:00,25/03/1973 0:00:00,S,0-25000,F,0,0,Partial High School,Manual,false,2
7070,"-19,00 €",21/10/2003 0:00:00,15/10/1955 0:00:00,M,0-25000,F,2,0,Partial College,Manual,true,0
7071,"337,50 €",02/09/2002 0:00:00,13/08/1963 0:00:00,S,50001-75000,F,0,0,Bachelors ,Professional,false,2
7072,"1,60 €",05/03/2004 0:00:00,06/06/1975 0:00:00,M,25001-50000,F,3,3,Partial College,Clerical,true,1
7073,"2.261,98 €",11/03/2004 0:00:00,09/05/1937 0:00:00,M,50001-75000,F,4,0,Graduate Degree,Management,true,2
7074,"32,69 €",23/01/2004 0:00:00,27/06/1972 0:00:00,S,0-25000,F,0,0,Partial High School,Manual,false,2
7075,"26,94 €",01/12/2003 0:00:00,27/03/1956 0:00:00,M,50001-75000,F,2,0,High School,Professional,true,2
7076,"-30,00 €",09/02/2004 0:00:00,08/02/1976 0:00:00,S,0-25000,F,0,0,High School,Manual,true,1
7077,"190,37 €",19/09/2001 0:00:00,26/04/1966 0:00:00,S,50001-75000,F,3,3,Bachelors ,Skilled Manual,true,1
7078,"-25,00 €",15/06/2004 0:00:00,16/03/1974 0:00:00,S,25001-50000,F,0,0,Partial College,Skilled Manual,true,1
7079,"-10,01 €",31/10/2003 0:00:00,25/11/1977 0:00:00,S,25001-50000,F,0,0,Partial College,Skilled Manual,false,1
7080,"0,50 €",13/07/2004 0:00:00,17/04/1975 0:00:00,S,0-25000,F,0,0,Partial High School,Manual,false,1
7081,"-21,98 €",26/07/2004 0:00:00,24/09/1954 0:00:00,M,75001-100000,F,3,4,High School,Professional,true,3
7082,"-21,49 €",15/02/2004 0:00:00,16/06/1945 0:00:00,S,greater than 100000,F,4,4,Partial College,Professional,false,4
7083,"19,33 €",14/08/2003 0:00:00,26/07/1974 0:00:00,M,50001-75000,F,0,0,Bachelors ,Professional,true,4
7084,"2.259,99 €",18/05/2004 0:00:00,26/11/1937 0:00:00,M,50001-75000,F,4,0,Graduate Degree,Management,false,2
7085,"-466,47 €",13/02/2002 0:00:00,02/04/1959 0:00:00,M,0-25000,F,2,0,Partial College,Manual,true,1
7086,"-4,99 €",27/02/2004 0:00:00,16/09/1974 0:00:00,S,25001-50000,F,0,0,High School,Skilled Manual,true,2
7087,"34,30 €",22/06/2004 0:00:00,26/04/1968 0:00:00,M,75001-100000,F,4,4,Bachelors ,Management,true,1
7088,"-4,99 €",04/11/2003 0:00:00,04/06/1954 0:00:00,M,greater than 100000,F,0,4,High School,Professional,true,4
7089,"120,27 €",28/08/2003 0:00:00,21/08/1977 0:00:00,S,25001-50000,F,0,0,Partial High School,Clerical,false,2
7090,"-3.578,27 €",31/01/2002 0:00:00,08/11/1936 0:00:00,S,75001-100000,F,4,0,Bachelors ,Management,false,2
7091,"-2.071,42 €",22/06/2003 0:00:00,19/07/1961 0:00:00,M,50001-75000,F,1,0,Partial College,Skilled Manual,true,1
7092,"-31,00 €",18/03/2004 0:00:00,26/08/1947 0:00:00,M,75001-100000,F,5,0,Bachelors ,Management,false,2
7093,"62,49 €",27/11/2003 0:00:00,11/09/1964 0:00:00,M,greater than 100000,F,3,2,Bachelors ,Management,true,4
7094,"25,49 €",07/09/2003 0:00:00,28/03/1975 0:00:00,S,75001-100000,F,0,0,Bachelors ,Professional,true,2
7095,"1.369,06 €",12/04/2002 0:00:00,28/02/1964 0:00:00,S,50001-75000,F,4,4,Bachelors ,Professional,true,3
7096,"27,69 €",24/11/2003 0:00:00,03/11/1976 0:00:00,S,0-25000,F,0,0,High School,Manual,true,2
7097,"5,00 €",21/08/2003 0:00:00,20/06/1953 0:00:00,S,0-25000,F,2,0,High School,Manual,false,2
7098,"39,48 €",03/04/2004 0:00:00,10/04/1962 0:00:00,M,50001-75000,F,5,4,Partial College,Skilled Manual,false,2
7099,"87,95 €",26/10/2003 0:00:00,11/10/1948 0:00:00,M,25001-50000,F,2,1,High School,Professional,true,2
7100,"2.357,69 €",15/05/2003 0:00:00,26/05/1976 0:00:00,S,50001-75000,F,0,0,Bachelors ,Professional,false,2
7101,"1.066,50 €",20/07/2003 0:00:00,28/05/1966 0:00:00,M,25001-50000,F,0,0,Bachelors ,Professional,false,0
7102,"-108,38 €",15/10/2002 0:00:00,07/05/1954 0:00:00,S,50001-75000,F,3,1,High School,Professional,true,0
7103,"-21,01 €",27/02/2004 0:00:00,23/03/1965 0:00:00,S,50001-75000,F,3,3,Bachelors ,Professional,true,1
7104,"-0,01 €",04/11/2003 0:00:00,27/05/1969 0:00:00,M,25001-50000,F,1,1,Bachelors ,Skilled Manual,true,1
7105,"-4,99 €",30/11/2003 0:00:00,12/08/1938 0:00:00,S,25001-50000,M,2,0,Partial College,Clerical,false,2
7106,"1.101,49 €",04/01/2003 0:00:00,26/05/1968 0:00:00,S,50001-75000,M,2,2,Bachelors ,Professional,true,1
7107,"-2.181,57 €",18/09/2002 0:00:00,13/08/1976 0:00:00,S,75001-100000,M,0,0,Bachelors ,Professional,true,2
7108,"-32,60 €",14/01/2004 0:00:00,13/08/1976 0:00:00,S,25001-50000,F,0,0,Partial College,Skilled Manual,true,1
7109,"-69,99 €",04/07/2004 0:00:00,17/06/1956 0:00:00,M,25001-50000,F,2,0,High School,Skilled Manual,false,2
7110,"-31,00 €",11/03/2004 0:00:00,26/04/1950 0:00:00,S,75001-100000,F,3,4,Partial College,Management,false,4
7111,"-9,01 €",08/07/2004 0:00:00,20/11/1975 0:00:00,M,25001-50000,F,0,0,Partial College,Skilled Manual,true,2
7112,"538,97 €",03/01/2002 0:00:00,13/04/1952 0:00:00,S,25001-50000,F,3,0,High School,Skilled Manual,true,2
7113,"789,49 €",19/05/2002 0:00:00,11/05/1955 0:00:00,M,25001-50000,F,1,0,Partial College,Clerical,true,1
7114,"-782,99 €",07/06/2003 0:00:00,18/09/1956 0:00:00,S,50001-75000,F,2,0,High School,Professional,false,2
7115,"4.669,07 €",11/03/2002 0:00:00,19/07/1972 0:00:00,S,25001-50000,F,0,0,High School,Manual,false,1
7116,"476,49 €",13/06/2004 0:00:00,09/04/1969 0:00:00,S,75001-100000,F,3,0,Graduate Degree,Professional,true,0
7117,"321,64 €",13/07/2002 0:00:00,23/10/1966 0:00:00,S,0-25000,F,2,2,High School,Manual,true,0
7118,"535,99 €",01/03/2004 0:00:00,21/04/1967 0:00:00,S,50001-75000,F,0,0,Graduate Degree,Professional,true,1
7119,"15,49 €",27/12/2003 0:00:00,17/09/1967 0:00:00,S,25001-50000,F,2,2,Bachelors ,Skilled Manual,false,1
7120,"-24,99 €",28/10/2003 0:00:00,26/04/1951 0:00:00,S,50001-75000,F,2,1,High School,Professional,true,2
7121,"45,50 €",23/04/2004 0:00:00,11/06/1941 0:00:00,M,25001-50000,F,4,0,Bachelors ,Management,true,2
7122,"40,47 €",13/09/2003 0:00:00,14/06/1963 0:00:00,S,0-25000,F,3,2,Partial High School,Manual,true,2
7123,"-480,58 €",15/06/2003 0:00:00,16/02/1962 0:00:00,M,25001-50000,F,1,0,Partial College,Clerical,true,1
7124,"-539,99 €",19/08/2003 0:00:00,11/09/1965 0:00:00,M,50001-75000,F,0,0,Graduate Degree,Professional,true,0
7125,"1.205,86 €",02/12/2003 0:00:00,15/10/1967 0:00:00,S,25001-50000,F,2,2,Bachelors ,Skilled Manual,false,1
7126,"2.349,08 €",10/09/2001 0:00:00,06/03/1962 0:00:00,S,50001-75000,M,1,0,Bachelors ,Professional,true,1
7127,"1.651,00 €",14/02/2004 0:00:00,06/11/1966 0:00:00,S,50001-75000,F,3,3,Bachelors ,Skilled Manual,true,1
7128,"1.630,88 €",17/03/2002 0:00:00,22/06/1956 0:00:00,M,greater than 100000,F,2,4,Partial College,Professional,true,4
7129,"2,70 €",14/07/2004 0:00:00,06/05/1959 0:00:00,M,50001-75000,F,4,0,Graduate Degree,Skilled Manual,true,0
7130,"-4,99 €",20/12/2003 0:00:00,25/09/1952 0:00:00,S,50001-75000,F,2,1,Partial High School,Skilled Manual,true,2
7131,"4.684,05 €",25/07/2002 0:00:00,20/09/1969 0:00:00,S,25001-50000,F,0,0,Graduate Degree,Clerical,true,0
7132,"2,70 €",03/09/2003 0:00:00,24/01/1967 0:00:00,M,50001-75000,F,5,5,Bachelors ,Professional,false,3
7133,"22,70 €",19/10/2003 0:00:00,22/05/1974 0:00:00,S,50001-75000,F,0,0,Bachelors ,Professional,false,4
7134,"535,99 €",11/10/2003 0:00:00,11/07/1961 0:00:00,M,50001-75000,F,1,0,Partial College,Skilled Manual,true,1
7135,"-30,00 €",28/11/2003 0:00:00,14/07/1938 0:00:00,M,greater than 100000,F,2,4,Graduate Degree,Management,true,0
7136,"1,70 €",02/04/2004 0:00:00,05/06/1953 0:00:00,M,75001-100000,F,4,2,Partial College,Professional,true,2
7137,"4.805,74 €",11/11/2002 0:00:00,16/05/1963 0:00:00,M,25001-50000,F,1,0,Bachelors ,Skilled Manual,true,0
7138,"2.413,57 €",16/11/2003 0:00:00,03/10/1955 0:00:00,M,75001-100000,F,3,2,Partial College,Professional,true,1
7139,"-39,01 €",29/11/2003 0:00:00,05/04/1949 0:00:00,S,50001-75000,F,2,1,Partial College,Professional,true,2
7140,"-4,99 €",15/12/2003 0:00:00,12/05/1979 0:00:00,S,25001-50000,F,3,3,Partial College,Clerical,false,1
7141,"-14,46 €",30/09/2001 0:00:00,26/08/1964 0:00:00,S,0-25000,F,2,2,High School,Manual,true,2
7142,"72,69 €",12/05/2004 0:00:00,23/12/1972 0:00:00,M,50001-75000,F,1,0,Graduate Degree,Professional,true,0
7143,"1.066,50 €",06/01/2004 0:00:00,10/02/1968 0:00:00,S,0-25000,M,1,1,Partial College,Manual,false,0
7144,"2,70 €",26/10/2003 0:00:00,13/06/1974 0:00:00,S,75001-100000,F,0,0,Bachelors ,Professional,true,3
7145,"79,98 €",17/10/2003 0:00:00,03/06/1967 0:00:00,M,50001-75000,F,5,5,Bachelors ,Professional,true,4
7146,"746,35 €",05/02/2004 0:00:00,12/10/1952 0:00:00,M,0-25000,F,2,1,Partial High School,Clerical,true,2
7147,"31,69 €",08/04/2004 0:00:00,25/02/1955 0:00:00,S,0-25000,F,3,0,Partial High School,Clerical,true,2
7148,"2.380,07 €",28/07/2003 0:00:00,22/07/1970 0:00:00,S,75001-100000,F,4,4,Graduate Degree,Management,true,1
7149,"13,00 €",15/06/2004 0:00:00,21/06/1974 0:00:00,S,0-25000,F,0,0,Partial High School,Manual,false,2
7150,"34,30 €",07/11/2003 0:00:00,01/09/1962 0:00:00,S,greater than 100000,F,1,3,Partial College,Professional,false,4
